fname,desert,mountains,sea,sunset,trees
1345.jpg,0,0,0,1,0
663.jpg,0,1,0,0,1
1320.jpg,0,0,1,1,0
33.jpg,1,0,0,0,0
1660.jpg,0,0,0,0,1
534.jpg,0,1,0,0,0
932.jpg,0,0,1,0,0
1103.jpg,0,0,1,0,0
1800.jpg,0,0,0,0,1
1598.jpg,0,0,1,1,0
770.jpg,0,1,0,0,0
1880.jpg,0,0,0,0,1
1203.jpg,0,0,0,1,0
967.jpg,0,0,1,0,0
140.jpg,1,0,0,1,0
1373.jpg,0,0,0,1,0
1628.jpg,0,0,0,0,1
657.jpg,0,1,0,0,0
1341.jpg,0,0,0,1,0
997.jpg,0,0,1,0,0
989.jpg,0,0,1,0,0
824.jpg,0,0,1,0,0
303.jpg,1,0,0,0,0
1587.jpg,0,0,0,1,0
987.jpg,0,0,1,0,0
1727.jpg,0,0,0,0,1
15.jpg,1,0,0,0,0
1986.jpg,0,0,0,0,1
7.jpg,1,1,0,0,0
1405.jpg,0,0,1,1,0
556.jpg,0,1,0,0,0
465.jpg,0,1,0,0,0
371.jpg,1,0,0,0,0
1435.jpg,0,0,0,1,0
1351.jpg,0,0,0,1,1
1141.jpg,0,0,1,0,0
1163.jpg,0,0,1,1,0
659.jpg,0,1,0,0,1
1894.jpg,0,1,0,0,1
195.jpg,1,0,0,0,0
1008.jpg,0,0,1,0,0
1460.jpg,0,0,1,1,0
1386.jpg,0,0,0,1,0
972.jpg,0,0,1,0,0
1578.jpg,0,0,0,1,0
1826.jpg,0,0,0,0,1
1923.jpg,0,0,0,0,1
551.jpg,0,1,0,0,1
1758.jpg,0,0,0,0,1
864.jpg,0,0,1,0,0
109.jpg,1,0,0,0,0
1767.jpg,0,0,0,0,1
1086.jpg,0,0,1,0,0
772.jpg,0,1,0,0,1
474.jpg,0,1,1,0,0
475.jpg,0,1,0,0,0
1053.jpg,0,0,1,0,0
1241.jpg,0,0,1,1,0
72.jpg,1,0,0,0,0
1939.jpg,0,0,0,0,1
1844.jpg,0,0,0,0,1
59.jpg,1,0,0,0,1
107.jpg,1,0,0,0,0
754.jpg,0,1,0,0,0
418.jpg,0,1,1,0,0
1532.jpg,0,0,0,1,0
1445.jpg,0,0,0,1,0
42.jpg,1,0,0,0,0
951.jpg,0,0,1,0,0
315.jpg,1,0,0,0,0
363.jpg,1,0,0,1,0
286.jpg,1,0,0,0,0
1657.jpg,0,0,0,0,1
1495.jpg,0,0,1,1,0
1434.jpg,0,1,0,1,0
8.jpg,1,0,0,0,0
449.jpg,0,1,1,0,0
785.jpg,0,1,0,0,0
653.jpg,0,1,0,0,1
61.jpg,1,0,0,0,0
939.jpg,0,0,1,0,0
273.jpg,1,0,0,0,0
922.jpg,0,0,1,0,0
560.jpg,0,1,0,0,0
429.jpg,0,1,0,0,0
480.jpg,0,1,0,0,0
1708.jpg,0,0,0,0,1
313.jpg,1,0,1,0,0
644.jpg,0,1,0,0,1
1494.jpg,0,0,1,1,0
1407.jpg,0,0,0,1,0
1565.jpg,0,0,0,1,0
695.jpg,0,1,0,0,1
1491.jpg,0,0,1,1,0
1868.jpg,0,0,0,0,1
1001.jpg,0,0,1,0,0
1133.jpg,0,0,1,0,0
1038.jpg,0,0,1,0,0
231.jpg,1,0,0,0,0
17.jpg,1,0,0,0,0
1081.jpg,0,0,1,0,0
537.jpg,0,1,0,0,0
1866.jpg,0,0,0,0,1
1089.jpg,0,0,1,0,0
496.jpg,0,1,0,0,0
104.jpg,1,1,0,0,0
1253.jpg,0,0,1,1,0
520.jpg,0,1,0,0,0
323.jpg,1,0,0,0,0
1630.jpg,0,0,0,0,1
717.jpg,0,1,0,0,0
1703.jpg,0,0,0,0,1
1995.jpg,0,0,0,0,1
1248.jpg,0,0,1,1,0
1940.jpg,0,0,0,0,1
783.jpg,0,1,0,0,0
1242.jpg,0,0,0,1,1
87.jpg,1,0,0,0,0
1680.jpg,0,0,0,0,1
850.jpg,0,0,1,0,0
723.jpg,0,1,1,0,0
1459.jpg,0,0,0,1,0
1515.jpg,0,0,0,1,0
1413.jpg,0,0,0,1,0
1054.jpg,0,0,1,0,0
574.jpg,0,1,0,0,1
590.jpg,0,1,0,1,0
1821.jpg,0,0,0,0,1
1784.jpg,0,0,0,0,1
1310.jpg,0,0,0,1,0
1918.jpg,0,0,0,0,1
1293.jpg,0,0,1,1,0
593.jpg,0,1,1,0,0
170.jpg,1,0,0,0,0
387.jpg,1,0,0,0,0
158.jpg,1,0,0,0,0
1377.jpg,0,0,0,1,0
744.jpg,0,1,0,0,0
1829.jpg,0,0,0,0,1
1701.jpg,0,0,0,0,1
437.jpg,0,1,0,0,0
1906.jpg,0,0,0,0,1
265.jpg,1,0,0,0,0
796.jpg,1,1,0,0,0
610.jpg,0,1,0,0,0
1109.jpg,0,0,1,1,0
1152.jpg,0,0,1,0,0
184.jpg,1,0,0,0,0
1451.jpg,0,0,0,1,0
37.jpg,1,0,0,0,0
923.jpg,0,0,1,0,0
1431.jpg,0,1,0,1,0
1696.jpg,0,0,0,0,1
1541.jpg,0,0,1,1,0
845.jpg,0,0,1,0,0
1278.jpg,0,0,1,1,1
55.jpg,1,0,0,0,0
122.jpg,1,0,0,0,0
1184.jpg,0,0,1,1,0
868.jpg,0,0,1,0,0
882.jpg,0,1,1,0,0
1037.jpg,0,0,1,0,0
1030.jpg,0,0,1,0,0
1068.jpg,0,0,1,0,0
1543.jpg,0,0,0,1,0
583.jpg,0,1,0,0,0
674.jpg,0,1,0,0,0
1957.jpg,0,0,0,0,1
1146.jpg,0,0,1,0,0
1077.jpg,0,0,1,0,0
1779.jpg,0,0,0,0,1
1888.jpg,0,0,0,0,1
444.jpg,0,1,0,0,0
280.jpg,1,0,0,0,0
1263.jpg,0,0,1,1,0
1627.jpg,0,0,0,0,1
591.jpg,0,1,0,0,0
801.jpg,0,0,1,0,0
897.jpg,0,0,1,0,0
1514.jpg,0,0,0,1,0
1450.jpg,0,0,1,1,0
81.jpg,1,0,0,0,0
762.jpg,0,1,0,0,0
222.jpg,1,0,0,0,0
1432.jpg,0,0,0,1,0
852.jpg,0,0,1,0,0
1697.jpg,0,0,0,0,1
1567.jpg,0,0,0,1,0
1314.jpg,0,0,0,1,0
1105.jpg,0,0,1,1,0
420.jpg,0,1,1,0,0
706.jpg,0,1,0,0,1
1422.jpg,0,0,1,1,0
1808.jpg,0,0,0,0,1
1040.jpg,0,0,1,0,0
1879.jpg,0,0,0,0,1
738.jpg,0,1,0,0,0
1816.jpg,0,0,0,0,1
654.jpg,0,1,0,0,1
704.jpg,0,1,0,0,0
606.jpg,0,1,0,0,0
400.jpg,1,0,0,0,0
1524.jpg,0,0,0,1,0
325.jpg,1,0,0,0,0
645.jpg,0,1,0,0,0
162.jpg,1,0,0,0,0
515.jpg,0,1,0,0,0
516.jpg,0,1,0,0,0
1626.jpg,0,0,0,0,1
958.jpg,0,0,1,0,0
1228.jpg,0,0,0,1,1
1976.jpg,0,0,0,0,1
207.jpg,1,0,0,0,0
581.jpg,0,1,0,0,0
160.jpg,1,0,0,0,0
999.jpg,0,0,1,0,0
113.jpg,1,0,0,0,0
570.jpg,0,1,0,0,1
1126.jpg,0,0,1,0,0
884.jpg,0,0,1,0,0
408.jpg,0,1,0,0,0
1408.jpg,0,0,0,1,0
508.jpg,0,1,0,0,1
1933.jpg,0,1,0,0,1
647.jpg,0,1,0,0,1
968.jpg,0,0,1,0,0
1046.jpg,0,0,1,0,0
568.jpg,0,1,0,0,0
484.jpg,0,1,0,0,0
980.jpg,0,0,1,0,0
1675.jpg,0,0,0,0,1
838.jpg,0,0,1,0,0
1570.jpg,0,0,0,1,0
545.jpg,0,1,0,0,0
137.jpg,1,0,0,0,0
1210.jpg,0,0,0,1,0
1700.jpg,0,0,0,0,1
416.jpg,0,1,0,0,0
96.jpg,1,0,0,0,0
458.jpg,0,1,0,0,0
1010.jpg,0,0,1,0,0
1295.jpg,0,0,0,1,0
1973.jpg,0,0,0,0,1
694.jpg,0,1,0,0,1
812.jpg,0,0,1,0,0
1069.jpg,0,0,1,0,0
112.jpg,1,0,0,0,0
1003.jpg,0,0,1,0,0
1249.jpg,0,0,1,1,0
235.jpg,1,0,0,0,0
1652.jpg,0,0,0,0,1
90.jpg,1,0,0,0,0
776.jpg,0,1,0,0,0
1426.jpg,0,1,0,1,0
861.jpg,0,0,1,0,0
1154.jpg,0,0,1,0,0
62.jpg,1,0,0,0,0
727.jpg,0,1,0,0,0
407.jpg,0,1,0,0,0
1313.jpg,0,0,0,1,0
823.jpg,0,0,1,0,0
1930.jpg,0,0,0,0,1
16.jpg,1,0,0,0,0
172.jpg,1,0,0,0,0
1955.jpg,0,0,0,0,1
1642.jpg,0,0,0,0,1
1325.jpg,0,0,0,1,0
567.jpg,0,1,0,0,0
1151.jpg,0,0,1,0,0
1190.jpg,0,0,1,0,0
1159.jpg,0,0,1,0,0
1026.jpg,0,0,1,0,0
1213.jpg,0,0,1,1,0
943.jpg,0,0,1,0,0
88.jpg,1,0,0,0,0
464.jpg,0,1,0,0,0
292.jpg,1,0,0,0,0
1873.jpg,0,0,0,0,1
1537.jpg,0,0,0,1,0
1389.jpg,0,0,0,1,0
1461.jpg,0,0,0,1,0
758.jpg,0,1,0,0,0
1375.jpg,0,0,1,1,0
310.jpg,1,0,0,0,0
50.jpg,1,0,0,1,0
238.jpg,1,0,0,0,0
1943.jpg,0,0,0,0,1
192.jpg,1,0,0,0,0
751.jpg,0,1,0,0,0
1418.jpg,0,0,0,1,0
1464.jpg,0,0,0,1,0
1217.jpg,0,0,1,1,0
1337.jpg,0,0,0,1,1
1065.jpg,0,0,1,0,0
552.jpg,0,1,1,0,1
1678.jpg,0,0,0,0,1
1865.jpg,0,0,0,0,1
257.jpg,1,0,0,0,0
493.jpg,0,1,1,0,0
1404.jpg,0,0,1,1,0
1590.jpg,0,0,1,1,0
955.jpg,0,0,1,0,0
52.jpg,1,0,0,1,0
1623.jpg,0,0,0,0,1
1520.jpg,0,0,1,1,0
1044.jpg,0,0,1,0,0
757.jpg,0,1,0,0,0
558.jpg,0,1,0,0,0
614.jpg,0,1,0,0,1
1446.jpg,0,0,1,1,0
1900.jpg,0,0,0,0,1
1806.jpg,0,0,0,0,1
1158.jpg,0,0,1,0,0
912.jpg,0,0,1,0,0
996.jpg,0,0,1,0,0
885.jpg,0,0,1,0,0
1150.jpg,0,0,1,0,0
1021.jpg,0,0,1,0,0
1384.jpg,0,0,0,1,1
618.jpg,0,1,0,0,0
344.jpg,1,0,0,0,0
1982.jpg,0,0,0,0,1
1778.jpg,0,0,0,0,1
268.jpg,1,0,0,0,0
385.jpg,1,0,0,0,0
266.jpg,1,0,0,0,0
611.jpg,0,1,0,0,0
1980.jpg,0,0,0,0,1
1204.jpg,0,0,0,1,0
1862.jpg,0,0,0,0,1
1658.jpg,0,0,0,0,1
1777.jpg,0,0,0,0,1
1714.jpg,0,0,0,0,1
479.jpg,0,1,0,0,0
1785.jpg,0,0,0,0,1
1981.jpg,0,0,0,0,1
1807.jpg,0,0,0,0,1
1830.jpg,0,0,0,0,1
1328.jpg,0,0,1,1,0
1448.jpg,0,0,1,1,0
1718.jpg,0,0,0,0,1
148.jpg,1,0,0,0,0
626.jpg,0,1,1,0,0
555.jpg,0,1,0,0,0
94.jpg,1,0,0,0,0
398.jpg,1,0,0,0,1
1071.jpg,0,0,1,0,0
612.jpg,0,1,0,0,1
1694.jpg,0,0,0,0,1
1283.jpg,0,0,0,1,0
1666.jpg,0,0,0,0,1
234.jpg,1,0,0,0,0
1274.jpg,0,0,1,1,0
1746.jpg,0,0,0,0,1
1531.jpg,0,0,0,1,0
251.jpg,1,0,0,0,0
354.jpg,1,0,0,0,0
1309.jpg,0,0,1,1,0
961.jpg,0,0,1,0,0
521.jpg,0,1,0,0,0
118.jpg,1,0,0,0,0
853.jpg,0,0,1,0,0
133.jpg,1,0,0,0,0
136.jpg,1,0,0,0,0
92.jpg,1,0,0,0,0
1653.jpg,0,0,0,0,1
302.jpg,1,0,0,0,0
736.jpg,0,1,0,0,0
1506.jpg,0,0,0,1,0
1397.jpg,0,0,0,1,0
1895.jpg,0,1,0,0,1
401.jpg,0,1,0,0,0
1768.jpg,0,0,0,0,1
1695.jpg,0,0,0,0,1
807.jpg,0,0,1,0,0
664.jpg,0,1,0,0,1
1339.jpg,0,0,0,1,0
1252.jpg,0,0,1,1,0
1850.jpg,0,0,0,0,1
492.jpg,0,1,0,0,0
372.jpg,1,0,0,0,0
1276.jpg,0,0,1,1,0
110.jpg,1,0,0,0,0
210.jpg,1,0,0,0,1
511.jpg,0,1,0,0,0
771.jpg,0,1,0,0,0
74.jpg,1,0,0,0,0
1676.jpg,0,0,0,0,1
463.jpg,0,1,0,0,0
421.jpg,0,1,0,0,0
1805.jpg,0,0,0,0,1
1793.jpg,0,0,0,0,1
143.jpg,1,0,0,0,0
386.jpg,1,0,0,0,0
1749.jpg,0,0,0,0,1
365.jpg,1,0,0,0,0
502.jpg,0,1,1,0,0
1566.jpg,0,0,0,1,0
1663.jpg,0,0,0,0,1
1480.jpg,0,0,0,1,0
745.jpg,0,1,0,0,0
422.jpg,0,1,0,0,0
809.jpg,0,1,1,0,0
1352.jpg,0,0,0,1,0
1979.jpg,0,0,0,0,1
413.jpg,0,1,0,0,0
142.jpg,1,0,0,0,0
542.jpg,0,1,0,0,0
1518.jpg,0,0,0,1,0
1147.jpg,0,0,1,0,0
23.jpg,1,0,0,0,0
817.jpg,0,0,1,0,0
1056.jpg,0,0,1,0,0
1000.jpg,0,0,1,0,0
1528.jpg,0,0,0,1,0
1421.jpg,0,0,1,1,0
1692.jpg,0,0,0,0,1
1934.jpg,0,1,0,0,1
116.jpg,1,0,0,0,0
1454.jpg,0,0,1,1,0
1006.jpg,0,0,1,0,0
1264.jpg,0,0,1,1,0
65.jpg,1,0,0,1,0
1713.jpg,0,0,0,0,1
993.jpg,0,0,1,0,0
1393.jpg,0,0,0,1,0
1892.jpg,0,1,0,0,1
519.jpg,0,1,0,0,0
1769.jpg,0,0,0,0,1
254.jpg,1,0,0,0,0
1015.jpg,0,0,1,0,0
1823.jpg,0,0,0,0,1
1756.jpg,0,0,0,0,1
530.jpg,0,1,0,0,0
219.jpg,1,0,0,0,0
697.jpg,0,1,1,0,0
299.jpg,1,0,0,0,0
588.jpg,0,1,0,0,0
913.jpg,0,0,1,0,0
766.jpg,0,1,0,0,0
1839.jpg,0,0,0,0,1
501.jpg,0,1,1,0,0
917.jpg,0,0,1,0,0
1814.jpg,0,0,0,0,1
54.jpg,1,1,0,0,0
1833.jpg,0,0,0,0,1
68.jpg,1,0,0,0,0
1796.jpg,0,0,0,0,1
535.jpg,0,1,0,0,1
1382.jpg,1,0,0,1,1
472.jpg,0,1,0,0,0
1609.jpg,0,0,0,0,1
1219.jpg,0,0,0,1,1
759.jpg,0,1,0,0,0
619.jpg,0,1,0,0,1
1041.jpg,0,0,1,0,0
1824.jpg,0,0,0,0,1
625.jpg,0,1,1,0,1
1901.jpg,0,0,0,0,1
53.jpg,1,0,0,1,0
526.jpg,0,1,0,0,1
875.jpg,0,0,1,0,0
747.jpg,0,1,0,0,0
1960.jpg,0,0,0,0,1
31.jpg,1,0,0,0,0
1399.jpg,0,0,1,1,0
1149.jpg,0,0,1,0,0
690.jpg,0,1,0,0,1
992.jpg,0,0,1,0,0
1799.jpg,0,0,0,0,1
1725.jpg,0,0,0,0,1
428.jpg,0,1,0,0,0
1120.jpg,0,0,1,0,0
1088.jpg,0,0,1,1,0
1968.jpg,0,0,0,0,1
209.jpg,1,0,0,0,0
721.jpg,0,1,0,0,0
601.jpg,0,1,0,0,0
1296.jpg,0,0,0,1,1
1963.jpg,0,0,0,0,1
966.jpg,0,0,1,0,0
1817.jpg,0,0,0,0,1
1155.jpg,0,0,1,0,0
117.jpg,1,0,0,0,0
1791.jpg,0,0,0,0,1
1362.jpg,0,0,0,1,0
834.jpg,0,0,1,0,0
1442.jpg,0,0,0,1,0
1770.jpg,0,0,0,0,1
1402.jpg,0,0,0,1,0
1509.jpg,0,0,0,1,1
206.jpg,1,0,0,0,0
70.jpg,1,0,0,1,0
1945.jpg,0,0,0,0,1
412.jpg,0,1,0,0,0
661.jpg,0,1,0,0,0
1468.jpg,0,0,0,1,0
764.jpg,0,1,0,0,1
1401.jpg,0,0,0,1,0
346.jpg,1,0,0,0,0
1135.jpg,0,0,1,0,0
696.jpg,0,1,1,0,0
1859.jpg,0,0,0,0,1
247.jpg,1,0,0,0,0
942.jpg,0,0,1,0,0
1516.jpg,0,1,0,1,0
1562.jpg,0,0,0,1,0
259.jpg,1,0,0,0,0
1194.jpg,0,0,1,0,0
149.jpg,1,0,0,0,0
376.jpg,1,0,0,0,0
1319.jpg,0,0,0,1,0
1244.jpg,0,0,1,1,0
245.jpg,1,0,0,0,0
1122.jpg,0,0,1,0,0
1899.jpg,0,0,0,0,1
1470.jpg,0,0,1,1,0
1027.jpg,0,0,1,0,0
1978.jpg,0,0,0,0,1
1134.jpg,0,0,1,0,0
115.jpg,1,0,0,0,0
650.jpg,0,1,0,0,1
929.jpg,0,0,1,0,0
679.jpg,0,1,0,0,1
795.jpg,0,1,0,0,0
1815.jpg,0,0,0,0,1
698.jpg,0,1,0,0,0
669.jpg,0,1,0,1,0
604.jpg,1,1,0,0,0
320.jpg,1,0,0,0,0
1075.jpg,0,0,1,0,0
1867.jpg,0,0,0,0,1
1592.jpg,0,0,0,1,0
383.jpg,1,0,0,0,0
186.jpg,1,0,0,0,0
461.jpg,0,1,0,0,0
855.jpg,0,0,1,0,0
1624.jpg,0,0,0,0,1
300.jpg,1,0,0,0,0
635.jpg,0,1,0,0,0
780.jpg,0,1,0,0,0
40.jpg,1,0,0,0,0
631.jpg,0,1,0,0,1
849.jpg,0,0,1,0,0
351.jpg,1,0,0,0,0
1107.jpg,0,0,1,0,0
854.jpg,0,0,1,0,0
1369.jpg,0,0,0,1,0
1877.jpg,0,0,0,0,1
1098.jpg,0,0,1,0,0
950.jpg,0,0,1,0,0
60.jpg,1,0,0,0,1
1012.jpg,0,0,1,0,0
1082.jpg,0,0,1,0,0
609.jpg,0,1,0,0,0
901.jpg,0,0,1,0,0
211.jpg,1,0,0,0,0
1022.jpg,0,0,1,0,0
298.jpg,1,0,0,0,0
1752.jpg,0,0,0,0,1
1092.jpg,0,0,1,0,0
1907.jpg,0,0,0,0,1
1698.jpg,1,0,0,0,1
490.jpg,0,1,0,0,0
228.jpg,1,0,0,0,0
1716.jpg,0,0,0,0,1
983.jpg,0,0,1,0,0
843.jpg,0,0,1,0,0
1467.jpg,0,0,0,1,0
627.jpg,0,1,1,0,1
675.jpg,0,1,0,0,0
39.jpg,1,0,0,0,0
1007.jpg,0,0,1,0,0
1239.jpg,0,0,0,1,0
1455.jpg,0,0,1,1,0
173.jpg,1,0,0,0,0
830.jpg,0,0,1,0,0
1231.jpg,0,0,0,1,0
1473.jpg,0,0,0,1,0
592.jpg,0,1,0,0,1
5.jpg,1,0,0,0,0
232.jpg,1,0,0,0,1
1719.jpg,0,0,0,0,1
1720.jpg,0,0,0,0,1
1125.jpg,0,0,1,0,0
1387.jpg,0,0,0,1,0
673.jpg,0,1,0,0,0
1571.jpg,0,0,0,1,0
486.jpg,0,1,0,0,1
1067.jpg,0,0,1,0,0
859.jpg,0,0,1,0,0
147.jpg,1,0,0,0,0
188.jpg,1,0,0,0,0
655.jpg,0,1,0,0,0
348.jpg,1,0,0,0,0
1936.jpg,0,0,0,0,1
1202.jpg,0,0,1,1,0
1173.jpg,0,0,1,0,0
460.jpg,0,1,0,0,0
439.jpg,0,1,1,0,0
417.jpg,0,1,0,0,0
252.jpg,1,0,0,0,0
1170.jpg,0,0,1,0,0
1597.jpg,0,0,1,1,0
1881.jpg,0,0,0,0,1
1946.jpg,0,0,0,0,1
435.jpg,0,1,0,0,0
799.jpg,0,1,0,0,0
1307.jpg,0,0,0,1,0
1305.jpg,1,0,0,1,1
1225.jpg,0,0,0,1,1
710.jpg,0,1,0,0,0
57.jpg,1,0,0,0,1
986.jpg,0,0,1,0,0
925.jpg,0,0,1,0,0
547.jpg,0,1,0,0,0
1992.jpg,0,0,1,0,1
1521.jpg,0,0,0,1,0
585.jpg,0,1,0,0,0
628.jpg,0,1,1,0,1
425.jpg,0,1,0,0,0
294.jpg,1,0,0,0,0
1954.jpg,0,0,0,0,1
1724.jpg,0,0,0,0,1
51.jpg,1,0,0,0,0
1825.jpg,0,0,0,0,1
1699.jpg,0,0,0,0,1
773.jpg,0,1,0,0,0
1179.jpg,0,0,1,1,0
1333.jpg,0,0,1,1,0
272.jpg,1,0,0,0,0
405.jpg,0,1,0,0,0
426.jpg,0,1,1,0,0
1238.jpg,0,0,0,1,0
1318.jpg,0,0,0,1,1
1798.jpg,0,0,0,0,1
825.jpg,0,0,1,0,0
1965.jpg,0,0,0,0,1
1842.jpg,0,0,0,0,1
342.jpg,1,0,0,0,0
217.jpg,1,0,0,0,0
518.jpg,0,1,0,0,0
1246.jpg,0,0,0,1,0
1182.jpg,0,0,1,0,0
71.jpg,1,0,0,0,0
954.jpg,0,0,1,0,0
1526.jpg,0,0,0,1,0
1338.jpg,0,0,1,1,0
1908.jpg,0,0,0,0,1
599.jpg,0,1,0,0,0
1593.jpg,0,0,0,1,0
1357.jpg,0,0,0,1,0
1344.jpg,0,0,0,1,0
1804.jpg,0,0,0,0,1
1926.jpg,0,0,0,0,1
169.jpg,1,0,0,0,0
58.jpg,1,0,0,1,0
903.jpg,0,0,1,0,0
1671.jpg,0,0,0,0,1
941.jpg,0,0,1,0,0
514.jpg,0,1,0,0,0
800.jpg,0,1,0,0,0
362.jpg,1,0,0,0,0
28.jpg,1,0,0,0,1
1789.jpg,0,0,0,0,1
473.jpg,0,1,0,0,0
622.jpg,0,1,0,0,0
1191.jpg,0,0,1,0,0
1889.jpg,0,0,0,0,1
1273.jpg,0,0,1,1,0
1284.jpg,0,0,1,1,0
138.jpg,1,0,0,0,0
1736.jpg,0,0,0,0,1
1947.jpg,0,0,0,0,1
595.jpg,0,1,0,0,0
448.jpg,0,1,0,0,0
905.jpg,0,0,1,0,0
1611.jpg,0,0,0,0,1
1734.jpg,0,0,0,0,1
1174.jpg,0,0,1,0,0
1615.jpg,0,0,0,0,1
565.jpg,0,1,0,0,0
737.jpg,0,1,0,0,1
240.jpg,1,0,0,0,0
150.jpg,1,0,0,0,0
1755.jpg,0,0,0,0,1
1659.jpg,0,0,0,0,1
1731.jpg,0,0,0,0,1
1781.jpg,0,0,0,0,1
25.jpg,1,0,0,0,0
285.jpg,1,1,0,0,0
979.jpg,0,0,1,0,0
1355.jpg,0,0,0,1,1
711.jpg,0,1,0,0,0
1229.jpg,0,0,1,1,0
189.jpg,1,0,0,0,0
1775.jpg,0,0,0,0,1
1583.jpg,0,0,0,1,0
1682.jpg,0,0,0,0,1
1457.jpg,0,0,0,1,0
1406.jpg,0,0,0,1,0
1398.jpg,0,0,0,1,0
1820.jpg,0,0,0,0,1
1214.jpg,0,0,0,1,0
77.jpg,1,0,0,0,0
964.jpg,0,0,1,0,0
1463.jpg,0,0,1,1,0
1959.jpg,0,0,0,0,1
829.jpg,0,0,1,0,0
1761.jpg,0,0,0,0,1
1536.jpg,0,0,0,1,0
26.jpg,1,0,0,0,0
1810.jpg,0,0,0,0,1
242.jpg,1,0,0,0,0
769.jpg,0,1,0,0,0
982.jpg,0,0,1,0,0
1633.jpg,0,0,0,0,1
311.jpg,1,0,0,0,0
131.jpg,1,0,0,0,0
467.jpg,0,1,0,0,0
965.jpg,0,0,1,0,0
1869.jpg,0,0,0,0,1
1542.jpg,0,0,0,1,0
1042.jpg,0,0,1,0,0
345.jpg,1,0,0,0,0
926.jpg,0,0,1,0,0
1301.jpg,0,1,0,1,0
1845.jpg,0,0,0,0,1
141.jpg,1,0,0,0,0
1164.jpg,0,0,1,0,0
91.jpg,1,0,0,0,0
1738.jpg,0,0,0,0,1
433.jpg,0,1,0,0,0
1212.jpg,0,0,1,1,0
641.jpg,0,1,0,0,0
338.jpg,1,0,0,0,0
297.jpg,1,0,0,0,0
1130.jpg,0,0,1,1,0
528.jpg,0,1,0,0,0
789.jpg,0,1,0,0,0
1039.jpg,0,0,1,0,0
1132.jpg,0,0,1,0,0
373.jpg,1,0,0,0,0
179.jpg,1,0,0,0,0
20.jpg,1,0,0,0,0
178.jpg,1,0,0,0,0
1579.jpg,0,0,0,1,0
1020.jpg,0,0,1,0,0
826.jpg,0,0,1,0,0
639.jpg,0,1,0,0,1
732.jpg,0,1,0,0,1
1160.jpg,0,0,1,1,0
719.jpg,0,1,0,0,1
99.jpg,1,0,0,0,0
1637.jpg,0,0,0,0,1
145.jpg,1,0,0,0,0
