order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
CA-2014-157882,2014-10-03,AR-10405,Corporate,Furniture,Chairs,122.352,3,13.7646
CA-2014-104283,2014-06-27,LM-17065,Consumer,Office Supplies,Storage,306.2,5,0
CA-2014-104283,2014-06-27,LM-17065,Consumer,Furniture,Tables,85.98,1,22.3548
CA-2014-104283,2014-06-27,LM-17065,Consumer,Technology,Accessories,223.96,4,53.7504
CA-2017-142622,2017-10-30,JK-15625,Consumer,Furniture,Chairs,97.568,2,-6.098
CA-2017-142622,2017-10-30,JK-15625,Consumer,Furniture,Chairs,614.272,8,-23.0352
CA-2017-142622,2017-10-30,JK-15625,Consumer,Furniture,Bookcases,199.98,2,37.9962
CA-2016-132143,2016-09-03,FM-14215,Corporate,Office Supplies,Paper,48.16,7,22.1536
CA-2015-153108,2015-03-05,SF-20200,Consumer,Technology,Phones,23.92,2,6.6976
CA-2015-153108,2015-03-05,SF-20200,Consumer,Office Supplies,Appliances,60.69,7,16.3863
CA-2016-112676,2016-05-05,PJ-18835,Corporate,Office Supplies,Paper,14.352,3,5.2026
CA-2017-165687,2017-11-17,CS-12355,Consumer,Office Supplies,Appliances,35.04,2,12.264
US-2017-112928,2017-06-01,BB-10990,Corporate,Office Supplies,Appliances,17.48,5,1.311
CA-2017-143343,2017-06-10,BW-11200,Consumer,Office Supplies,Art,16.4,5,4.756
CA-2017-115154,2017-01-08,RS-19420,Corporate,Furniture,Tables,892.98,2,80.3682
CA-2015-149342,2015-04-20,TS-21160,Corporate,Technology,Phones,287.97,3,77.7519
CA-2015-149342,2015-04-20,TS-21160,Corporate,Furniture,Furnishings,595.38,6,297.69
CA-2015-149342,2015-04-20,TS-21160,Corporate,Office Supplies,Paper,12.96,2,6.2208
CA-2015-130995,2015-11-01,QJ-19255,Corporate,Technology,Phones,4.95,1,1.3365
CA-2017-127929,2017-12-23,FM-14215,Corporate,Furniture,Furnishings,181.95,3,38.2095
CA-2015-113145,2015-11-01,VD-21670,Consumer,Office Supplies,Paper,13.52,4,6.2192
CA-2015-113145,2015-11-01,VD-21670,Consumer,Furniture,Furnishings,259.7,5,106.477
CA-2015-113145,2015-11-01,VD-21670,Consumer,Technology,Phones,42.95,1,1.2885
CA-2015-113145,2015-11-01,VD-21670,Consumer,Technology,Accessories,1399.93,7,601.9699
CA-2015-113145,2015-11-01,VD-21670,Consumer,Technology,Phones,503.96,4,125.99
CA-2014-162362,2014-11-14,JL-15505,Consumer,Office Supplies,Binders,12.72,3,6.36
CA-2014-162362,2014-11-14,JL-15505,Consumer,Office Supplies,Binders,11.52,4,5.6448
CA-2016-106558,2016-01-17,DL-13495,Corporate,Technology,Accessories,316,4,31.6
CA-2017-157931,2017-09-17,MO-17800,Home Office,Furniture,Chairs,723.92,4,188.2192
CA-2017-157931,2017-09-17,MO-17800,Home Office,Office Supplies,Paper,106.32,3,49.9704
CA-2016-115574,2016-12-23,BP-11185,Corporate,Furniture,Bookcases,141.372,2,-14.1372
CA-2015-160794,2015-08-06,MS-17980,Corporate,Office Supplies,Paper,27.216,3,9.8658
CA-2017-116225,2017-11-05,SV-20935,Consumer,Technology,Accessories,390.75,5,171.93
US-2017-120418,2017-06-11,BC-11125,Home Office,Furniture,Chairs,280.792,1,35.099
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Storage,68.448,4,7.7004
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Art,88.04,5,6.603
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Art,15.872,1,1.984
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Storage,215.592,3,-48.5082
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Labels,14.62,2,6.8714
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Appliances,416.32,2,112.4064
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Binders,43,5,20.21
CA-2017-122035,2017-07-20,EM-13825,Corporate,Furniture,Chairs,182.94,3,27.441
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Binders,60.83,7,30.415
CA-2017-122035,2017-07-20,EM-13825,Corporate,Technology,Accessories,389.97,3,132.5898
CA-2015-117828,2015-12-23,BD-11500,Consumer,Office Supplies,Appliances,194.32,4,56.3528
CA-2017-165491,2017-03-20,HW-14935,Corporate,Technology,Accessories,265.93,7,63.8232
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,94.74,3,44.5278
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,60.64,4,27.8944
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,76.3,5,38.15
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,364.8,12,167.808
CA-2015-105102,2015-09-15,BM-11575,Corporate,Office Supplies,Binders,79.872,3,29.952
CA-2015-105102,2015-09-15,BM-11575,Corporate,Furniture,Bookcases,46.384,1,1.1596
CA-2015-105102,2015-09-15,BM-11575,Corporate,Office Supplies,Paper,12.96,2,6.2208
CA-2017-138422,2017-09-23,KN-16705,Home Office,Office Supplies,Envelopes,14.352,3,5.2026
US-2015-147739,2015-12-25,JD-16150,Corporate,Furniture,Furnishings,547.136,4,-68.392
CA-2016-155187,2016-09-24,LA-16780,Corporate,Office Supplies,Storage,41.96,2,2.9372
CA-2016-155187,2016-09-24,LA-16780,Corporate,Office Supplies,Paper,41.7,5,20.85
CA-2017-169285,2017-03-21,RW-19690,Consumer,Office Supplies,Paper,277.4,5,133.152
CA-2017-169285,2017-03-21,RW-19690,Consumer,Office Supplies,Paper,5.78,1,2.8322
CA-2014-140886,2014-09-30,KW-16570,Consumer,Office Supplies,Appliances,69.216,6,11.2476
CA-2017-152695,2017-12-10,CC-12220,Consumer,Office Supplies,Envelopes,10.86,3,5.1042
CA-2017-152695,2017-12-10,CC-12220,Consumer,Office Supplies,Appliances,426.79,7,123.7691
CA-2014-110639,2014-08-23,RH-19495,Consumer,Office Supplies,Paper,25.92,4,12.4416
CA-2014-110639,2014-08-23,RH-19495,Consumer,Office Supplies,Paper,45.92,4,22.5008
CA-2014-121727,2014-08-19,JK-15625,Consumer,Office Supplies,Art,10.72,2,1.742
CA-2016-137736,2016-11-10,DC-13285,Consumer,Office Supplies,Art,41.86,7,10.465
US-2014-143231,2014-12-31,GM-14455,Home Office,Furniture,Furnishings,63.2,5,23.384
US-2014-143231,2014-12-31,GM-14455,Home Office,Technology,Accessories,113.97,3,27.3528
US-2014-155894,2014-07-26,CL-11890,Consumer,Office Supplies,Storage,123.552,3,-29.3436
CA-2016-119025,2016-02-22,PV-18985,Home Office,Office Supplies,Appliances,490.32,9,137.2896
CA-2016-159373,2016-03-13,LT-17110,Consumer,Office Supplies,Paper,70.08,5,24.528
CA-2016-159373,2016-03-13,LT-17110,Consumer,Office Supplies,Binders,1.272,2,-2.1624
CA-2016-159373,2016-03-13,LT-17110,Consumer,Furniture,Tables,557.585,5,0
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Binders,9.024,6,3.1584
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Binders,69.456,2,22.5732
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Paper,10.86,2,5.3214
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Appliances,79.47,3,22.2516
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Art,10.08,6,5.04
CA-2015-111514,2015-08-31,SC-20260,Corporate,Furniture,Bookcases,1552.831,7,200.9546
CA-2015-111514,2015-08-31,SC-20260,Corporate,Office Supplies,Binders,137.24,5,46.3185
CA-2015-111514,2015-08-31,SC-20260,Corporate,Technology,Accessories,36.51,1,15.6993
CA-2015-111514,2015-08-31,SC-20260,Corporate,Technology,Machines,239.976,3,80.9919
US-2014-148838,2014-03-17,CP-12340,Corporate,Furniture,Tables,1579.746,7,-447.5947
US-2014-148838,2014-03-17,CP-12340,Corporate,Furniture,Tables,1071.576,4,-553.6476
US-2014-148838,2014-03-17,CP-12340,Corporate,Furniture,Tables,613.908,3,-122.7816
US-2014-148838,2014-03-17,CP-12340,Corporate,Office Supplies,Paper,34.86,7,16.3842
US-2014-148838,2014-03-17,CP-12340,Corporate,Office Supplies,Paper,155.04,4,75.9696
CA-2017-136497,2017-04-16,RF-19840,Consumer,Office Supplies,Binders,13.71,5,-10.054
US-2016-108637,2016-03-13,AB-10060,Home Office,Furniture,Furnishings,127.88,2,40.9216
US-2016-108637,2016-03-13,AB-10060,Home Office,Office Supplies,Appliances,160.32,2,44.8896
US-2016-108637,2016-03-13,AB-10060,Home Office,Office Supplies,Binders,46,4,20.7
CA-2014-102295,2014-11-24,EH-13990,Consumer,Furniture,Chairs,120.712,1,-18.1068
CA-2017-123659,2017-02-10,MN-17935,Consumer,Office Supplies,Paper,23.12,4,11.3288
US-2016-129469,2016-09-23,KL-16555,Corporate,Furniture,Furnishings,532.704,6,-26.6352
US-2016-129469,2016-09-23,KL-16555,Corporate,Office Supplies,Art,4.912,2,0.307
CA-2017-155152,2017-07-07,MP-17965,Corporate,Technology,Accessories,252,4,93.24
CA-2016-159940,2016-07-07,BF-11020,Corporate,Furniture,Furnishings,60.288,8,-27.1296
CA-2016-159940,2016-07-07,BF-11020,Corporate,Office Supplies,Fasteners,2.632,1,0.8225
CA-2016-159940,2016-07-07,BF-11020,Corporate,Office Supplies,Paper,23.688,9,7.6986
CA-2016-159940,2016-07-07,BF-11020,Corporate,Furniture,Chairs,253.372,2,-14.4784
CA-2017-119669,2017-01-24,TP-21130,Consumer,Office Supplies,Fasteners,5.67,3,0.1134
US-2014-164616,2014-08-19,MS-17770,Consumer,Office Supplies,Binders,76.776,4,-58.8616
US-2014-164616,2014-08-19,MS-17770,Consumer,Office Supplies,Supplies,9.184,2,1.148
CA-2015-148628,2015-12-06,KM-16375,Home Office,Office Supplies,Paper,32.75,5,15.065
CA-2016-118052,2016-05-06,BE-11455,Home Office,Office Supplies,Fasteners,7.216,2,1.7138
CA-2016-118052,2016-05-06,BE-11455,Home Office,Office Supplies,Paper,49.568,2,15.49
CA-2016-118052,2016-05-06,BE-11455,Home Office,Furniture,Furnishings,54.712,7,11.6263
US-2017-117534,2017-03-25,CV-12295,Consumer,Office Supplies,Appliances,176.04,4,45.7704
US-2017-117534,2017-03-25,CV-12295,Consumer,Office Supplies,Art,16.02,9,4.4856
US-2017-117534,2017-03-25,CV-12295,Consumer,Office Supplies,Binders,185.92,4,62.748
US-2017-117534,2017-03-25,CV-12295,Consumer,Technology,Phones,211.168,4,15.8376
US-2017-117534,2017-03-25,CV-12295,Consumer,Technology,Copiers,479.984,2,59.998
CA-2015-145065,2015-12-12,DK-13375,Consumer,Office Supplies,Fasteners,7.86,2,3.6156
CA-2015-145065,2015-12-12,DK-13375,Consumer,Office Supplies,Binders,24.448,2,8.8624
US-2015-127040,2015-12-06,SG-20605,Consumer,Office Supplies,Paper,6.48,1,3.1104
US-2015-127040,2015-12-06,SG-20605,Consumer,Office Supplies,Paper,41.86,7,20.5114
US-2015-127040,2015-12-06,SG-20605,Consumer,Technology,Accessories,1619.91,9,97.1946
US-2015-127040,2015-12-06,SG-20605,Consumer,Furniture,Furnishings,113.92,4,42.1504
CA-2016-128111,2016-03-17,CS-12355,Consumer,Office Supplies,Art,39.68,2,10.3168
CA-2015-137897,2015-11-14,PJ-18835,Corporate,Technology,Accessories,37.6,2,2.256
CA-2015-137897,2015-11-14,PJ-18835,Corporate,Technology,Accessories,59.9,2,23.96
CA-2015-137897,2015-11-14,PJ-18835,Corporate,Office Supplies,Paper,37,5,16.65
CA-2017-169264,2017-08-14,NP-18700,Consumer,Office Supplies,Labels,5.76,2,2.8224
CA-2017-169264,2017-08-14,NP-18700,Consumer,Office Supplies,Art,16.68,6,4.3368
CA-2017-147361,2017-09-09,SB-20290,Corporate,Office Supplies,Storage,628.81,7,12.5762
CA-2017-147361,2017-09-09,SB-20290,Corporate,Office Supplies,Storage,56.45,5,14.677
CA-2017-145877,2017-04-01,AS-10090,Consumer,Office Supplies,Storage,94.2,6,23.55
CA-2017-145877,2017-04-01,AS-10090,Consumer,Office Supplies,Envelopes,28.4,5,13.348
US-2016-110170,2016-09-27,HM-14860,Corporate,Furniture,Bookcases,956.6648,7,-225.0976
CA-2017-108574,2017-10-07,MG-18145,Consumer,Technology,Accessories,1115.91,9,200.8638
CA-2017-108574,2017-10-07,MG-18145,Consumer,Technology,Phones,128.744,7,-28.9674
CA-2017-108574,2017-10-07,MG-18145,Consumer,Technology,Phones,79.92,10,26.973
CA-2017-144589,2017-01-20,TM-21010,Consumer,Office Supplies,Art,24.2,5,7.986
CA-2017-144589,2017-01-20,TM-21010,Consumer,Technology,Phones,359.976,3,130.4913
CA-2017-155985,2017-03-23,BE-11335,Home Office,Furniture,Furnishings,211.84,8,76.2624
CA-2014-162684,2014-08-01,AS-10630,Home Office,Office Supplies,Fasteners,5.68,2,1.917
CA-2015-142041,2015-06-07,EM-13810,Corporate,Office Supplies,Binders,7.52,5,2.632
CA-2014-151295,2014-11-12,JA-15970,Consumer,Office Supplies,Paper,11.96,2,5.8604
CA-2014-151295,2014-11-12,JA-15970,Consumer,Furniture,Tables,629.064,3,31.4532
CA-2016-156300,2016-12-29,TB-21595,Consumer,Furniture,Chairs,754.45,5,60.356
CA-2015-146087,2015-07-06,PP-18955,Home Office,Furniture,Bookcases,301.96,2,60.392
CA-2017-168655,2017-10-12,ML-18040,Corporate,Technology,Accessories,595,5,95.2
CA-2017-168655,2017-10-12,ML-18040,Corporate,Office Supplies,Binders,79.872,3,29.952
CA-2016-107202,2016-05-21,LC-16930,Corporate,Technology,Machines,2396.4,10,179.73
CA-2017-159597,2017-11-09,MC-17590,Corporate,Office Supplies,Storage,63.56,2,3.178
CA-2017-159597,2017-11-09,MC-17590,Corporate,Technology,Accessories,99.99,1,43.9956
CA-2016-155551,2016-04-18,CR-12580,Home Office,Office Supplies,Storage,230.376,3,-48.9549
CA-2016-155551,2016-04-18,CR-12580,Home Office,Office Supplies,Paper,9.664,2,3.2616
US-2017-147669,2017-12-25,SV-20935,Consumer,Technology,Accessories,158.928,7,41.7186
US-2017-147669,2017-12-25,SV-20935,Consumer,Office Supplies,Binders,13.023,1,-10.4184
US-2017-147669,2017-12-25,SV-20935,Consumer,Furniture,Tables,273.06,2,-104.673
US-2017-147669,2017-12-25,SV-20935,Consumer,Office Supplies,Fasteners,39.312,13,12.7764
CA-2016-169922,2016-06-11,MZ-17515,Corporate,Office Supplies,Binders,1.344,4,-2.1504
CA-2016-169922,2016-06-11,MZ-17515,Corporate,Office Supplies,Binders,8.272,4,-13.6488
CA-2016-169922,2016-06-11,MZ-17515,Corporate,Furniture,Furnishings,12.544,7,-9.0944
CA-2017-100748,2017-05-13,RB-19795,Home Office,Office Supplies,Labels,58.48,8,27.4856
CA-2017-129805,2017-12-28,HM-14860,Corporate,Furniture,Furnishings,7.4,2,3.034
CA-2014-148586,2014-03-25,AZ-10750,Consumer,Furniture,Chairs,366.786,7,65.2064
US-2017-112613,2017-05-28,JH-15910,Consumer,Technology,Phones,54.368,4,4.0776
CA-2015-154746,2015-11-14,PJ-18835,Corporate,Office Supplies,Envelopes,33.96,2,16.98
CA-2015-154746,2015-11-14,PJ-18835,Corporate,Office Supplies,Appliances,826.11,3,322.1829
CA-2017-140053,2017-07-03,CA-12265,Consumer,Furniture,Furnishings,545.85,9,114.6285
CA-2014-164210,2014-11-18,PW-19240,Consumer,Furniture,Tables,145.98,2,-99.2664
CA-2014-164210,2014-11-18,PW-19240,Consumer,Office Supplies,Paper,35.808,4,12.5328
CA-2017-139948,2017-07-17,SW-20455,Consumer,Furniture,Furnishings,7.904,2,2.1736
CA-2016-146934,2016-05-22,AF-10870,Consumer,Technology,Phones,345,5,86.25
CA-2016-146934,2016-05-22,AF-10870,Consumer,Furniture,Tables,174.286,2,-19.9184
CA-2016-146934,2016-05-22,AF-10870,Consumer,Office Supplies,Appliances,662.84,4,172.3384
CA-2016-146934,2016-05-22,AF-10870,Consumer,Technology,Accessories,95.1,5,30.432
CA-2016-146934,2016-05-22,AF-10870,Consumer,Office Supplies,Envelopes,26.88,6,12.9024
CA-2016-146934,2016-05-22,AF-10870,Consumer,Technology,Phones,257.98,2,74.8142
CA-2015-100573,2015-09-25,AM-10705,Consumer,Office Supplies,Envelopes,17.48,2,8.2156
CA-2016-119165,2016-10-31,BD-11320,Consumer,Furniture,Chairs,492.835,5,-14.081
CA-2015-128027,2015-09-14,CM-12385,Consumer,Office Supplies,Storage,269.49,3,5.3898
CA-2016-140207,2016-11-05,CS-12400,Home Office,Office Supplies,Binders,29.12,5,9.828
CA-2017-140949,2017-03-17,DB-13405,Consumer,Office Supplies,Labels,18.75,5,9
CA-2017-140949,2017-03-17,DB-13405,Consumer,Technology,Phones,119.7,6,31.122
CA-2017-140949,2017-03-17,DB-13405,Consumer,Office Supplies,Binders,9.144,3,3.0861
CA-2017-140949,2017-03-17,DB-13405,Consumer,Technology,Accessories,57.06,3,18.2592
CA-2017-140949,2017-03-17,DB-13405,Consumer,Technology,Accessories,71.6,8,13.604
CA-2017-140949,2017-03-17,DB-13405,Consumer,Office Supplies,Storage,107.44,8,27.9344
CA-2017-140949,2017-03-17,DB-13405,Consumer,Office Supplies,Labels,7.31,1,3.4357
CA-2017-140949,2017-03-17,DB-13405,Consumer,Office Supplies,Art,59.1,6,22.458
CA-2017-140949,2017-03-17,DB-13405,Consumer,Office Supplies,Storage,46.53,3,12.0978
CA-2017-138548,2017-08-15,JG-15160,Consumer,Office Supplies,Appliances,97.84,2,25.4384
CA-2015-142419,2015-07-11,SC-20380,Consumer,Office Supplies,Paper,29.97,3,13.4865
CA-2015-142419,2015-07-11,SC-20380,Consumer,Office Supplies,Binders,98.352,3,34.4232
CA-2017-148691,2017-12-03,CS-12460,Consumer,Office Supplies,Binders,83.92,5,29.372
CA-2017-148691,2017-12-03,CS-12460,Consumer,Office Supplies,Binders,14.624,2,5.1184
CA-2017-148691,2017-12-03,CS-12460,Consumer,Technology,Phones,136.99,1,36.9873
CA-2017-148691,2017-12-03,CS-12460,Consumer,Office Supplies,Labels,3.15,1,1.512
CA-2017-128755,2017-05-04,MK-18160,Consumer,Office Supplies,Paper,9.11,1,4.0995
CA-2017-128755,2017-05-04,MK-18160,Consumer,Office Supplies,Storage,571.44,4,165.7176
CA-2017-128755,2017-05-04,MK-18160,Consumer,Office Supplies,Paper,32.4,5,15.552
CA-2017-128755,2017-05-04,MK-18160,Consumer,Office Supplies,Storage,16.91,1,4.5657
US-2016-135923,2016-01-22,CM-11935,Consumer,Furniture,Furnishings,14.272,8,4.2816
US-2016-135923,2016-01-22,CM-11935,Consumer,Furniture,Bookcases,451.136,4,-67.6704
US-2016-135923,2016-01-22,CM-11935,Consumer,Office Supplies,Appliances,64.864,4,6.4864
CA-2016-114972,2016-11-03,PF-19225,Consumer,Furniture,Chairs,217.584,2,-29.9178
CA-2016-114972,2016-11-03,PF-19225,Consumer,Technology,Accessories,82.95,5,29.0325
CA-2016-114972,2016-11-03,PF-19225,Consumer,Office Supplies,Labels,87.71,7,41.2237
CA-2016-114972,2016-11-03,PF-19225,Consumer,Office Supplies,Appliances,1101.48,4,429.5772
CA-2017-102750,2017-09-04,GM-14695,Corporate,Furniture,Tables,1322.352,3,-99.1764
CA-2014-145212,2014-09-13,DC-12850,Consumer,Office Supplies,Art,5.46,3,1.4742
CA-2017-141992,2017-06-19,FO-14305,Consumer,Office Supplies,Supplies,11.184,1,0.8388
CA-2017-141992,2017-06-19,FO-14305,Consumer,Office Supplies,Storage,153.584,2,-32.6366
CA-2017-147956,2017-12-24,AH-10210,Consumer,Office Supplies,Storage,1003.62,6,0
CA-2017-126067,2017-08-28,KN-16705,Home Office,Technology,Phones,35.168,4,11.4296
CA-2017-126067,2017-08-28,KN-16705,Home Office,Furniture,Tables,1137.75,5,250.305
CA-2017-126067,2017-08-28,KN-16705,Home Office,Office Supplies,Binders,99.68,5,32.396
CA-2017-126067,2017-08-28,KN-16705,Home Office,Office Supplies,Art,5.56,2,1.4456
CA-2015-104514,2015-01-02,CB-12535,Corporate,Office Supplies,Storage,85.52,2,22.2352
CA-2015-104514,2015-01-02,CB-12535,Corporate,Office Supplies,Art,9.84,3,2.6568
CA-2015-104514,2015-01-02,CB-12535,Corporate,Office Supplies,Paper,20.04,3,9.6192
CA-2015-141040,2015-10-09,TB-21250,Consumer,Technology,Phones,631.96,4,303.3408
CA-2015-141040,2015-10-09,TB-21250,Consumer,Office Supplies,Paper,23.92,4,10.764
CA-2014-113579,2014-12-13,KD-16345,Consumer,Office Supplies,Paper,90.24,6,41.5104
CA-2014-144624,2014-11-19,JM-15865,Consumer,Technology,Phones,4548.81,7,1228.1787
CA-2016-146206,2016-09-10,KT-16480,Consumer,Furniture,Tables,300.93,5,-34.392
CA-2016-146206,2016-09-10,KT-16480,Consumer,Technology,Phones,719.96,5,53.997
CA-2014-136644,2014-06-16,SC-20575,Consumer,Furniture,Chairs,647.84,8,32.392
CA-2015-122371,2015-09-26,BS-11800,Home Office,Office Supplies,Storage,64.17,3,18.6093
CA-2015-122371,2015-09-26,BS-11800,Home Office,Office Supplies,Envelopes,124.46,2,58.4962
CA-2016-126935,2016-05-19,BT-11395,Corporate,Office Supplies,Binders,9.584,1,3.3544
US-2017-133781,2017-06-22,DC-12850,Consumer,Office Supplies,Envelopes,37.608,3,12.6927
CA-2017-131618,2017-06-17,LS-17200,Corporate,Office Supplies,Paper,12.224,2,4.4312
CA-2017-131618,2017-06-17,LS-17200,Corporate,Office Supplies,Binders,2.304,4,-3.5712
CA-2017-131618,2017-06-17,LS-17200,Corporate,Office Supplies,Binders,9.36,4,-16.38
CA-2016-149482,2016-11-14,RR-19315,Consumer,Office Supplies,Labels,7.38,2,3.4686
CA-2014-143917,2014-07-25,KL-16645,Consumer,Office Supplies,Storage,53.72,4,15.0416
CA-2014-143917,2014-07-25,KL-16645,Consumer,Office Supplies,Supplies,8187.65,5,327.506
CA-2014-143917,2014-07-25,KL-16645,Consumer,Furniture,Furnishings,77.92,8,34.2848
CA-2015-120397,2015-07-02,RB-19435,Consumer,Office Supplies,Appliances,32.784,4,-85.2384
CA-2017-163902,2017-03-02,MY-17380,Corporate,Technology,Phones,196.776,3,14.7582
CA-2017-163902,2017-03-02,MY-17380,Corporate,Technology,Accessories,479.94,6,52.7934
CA-2016-136812,2016-11-18,AW-10930,Home Office,Office Supplies,Storage,1117.92,4,55.896
CA-2015-102722,2015-04-18,KW-16570,Consumer,Technology,Accessories,106.5,6,41.535
CA-2017-155089,2017-12-02,DB-12910,Home Office,Office Supplies,Binders,45.66,5,-33.484
CA-2016-124506,2016-11-11,BB-11545,Corporate,Technology,Accessories,95.968,4,1.1996
CA-2016-124506,2016-11-11,BB-11545,Corporate,Furniture,Chairs,47.992,2,-2.0568
CA-2014-106572,2014-09-05,NP-18700,Consumer,Office Supplies,Storage,264.32,2,19.824
CA-2014-128888,2014-11-15,PB-19105,Consumer,Office Supplies,Envelopes,604.656,9,204.0714
CA-2017-123134,2017-05-02,DW-13585,Corporate,Furniture,Furnishings,129.93,3,12.993
CA-2016-124352,2016-10-15,CD-12790,Home Office,Office Supplies,Labels,20.16,7,9.8784
CA-2016-124352,2016-10-15,CD-12790,Home Office,Office Supplies,Labels,29.46,6,14.4354
CA-2016-124352,2016-10-15,CD-12790,Home Office,Office Supplies,Appliances,868.59,3,251.8911
CA-2016-124352,2016-10-15,CD-12790,Home Office,Office Supplies,Paper,12.96,2,6.2208
CA-2016-124352,2016-10-15,CD-12790,Home Office,Technology,Phones,5.5,1,1.375
CA-2016-124352,2016-10-15,CD-12790,Home Office,Office Supplies,Binders,121.6,4,55.936
CA-2015-124541,2015-04-06,TT-21220,Consumer,Office Supplies,Art,42.048,9,5.256
CA-2015-124541,2015-04-06,TT-21220,Consumer,Technology,Accessories,25.488,2,4.4604
CA-2015-124541,2015-04-06,TT-21220,Consumer,Office Supplies,Binders,6.9,3,-12.075
CA-2015-124541,2015-04-06,TT-21220,Consumer,Office Supplies,Binders,9.648,6,-16.884
CA-2015-124541,2015-04-06,TT-21220,Consumer,Office Supplies,Paper,7.968,2,2.8884
CA-2014-108707,2014-10-24,DB-12910,Home Office,Office Supplies,Paper,10.368,2,3.6288
CA-2014-111500,2014-08-17,DJ-13510,Corporate,Office Supplies,Paper,114.2,5,52.532
CA-2014-111500,2014-08-17,DJ-13510,Corporate,Office Supplies,Binders,17.96,4,8.2616
CA-2014-111500,2014-08-17,DJ-13510,Corporate,Office Supplies,Fasteners,12.67,7,4.5612
CA-2014-111500,2014-08-17,DJ-13510,Corporate,Technology,Accessories,339.96,4,122.3856
US-2017-117723,2017-08-15,DL-13495,Corporate,Office Supplies,Storage,1801.632,6,-337.806
CA-2015-143238,2015-09-06,LO-17170,Corporate,Technology,Accessories,46.32,4,18.0648
CA-2015-168746,2015-01-27,SV-20365,Consumer,Furniture,Chairs,181.986,2,-54.5958
CA-2015-168746,2015-01-27,SV-20365,Consumer,Technology,Phones,431.976,4,-100.7944
CA-2015-168746,2015-01-27,SV-20365,Consumer,Technology,Phones,155.37,1,-36.253
CA-2015-113404,2015-07-16,EM-13810,Corporate,Furniture,Chairs,1348.704,6,-219.1644
CA-2015-113404,2015-07-16,EM-13810,Corporate,Furniture,Chairs,700.152,3,78.7671
CA-2016-144792,2016-04-30,KD-16615,Corporate,Furniture,Furnishings,111.888,7,22.3776
CA-2014-164385,2014-09-26,NB-18580,Corporate,Office Supplies,Appliances,143.952,3,14.3952
US-2016-114174,2016-09-08,AP-10720,Home Office,Furniture,Bookcases,173.94,3,13.9152
US-2016-114174,2016-09-08,AP-10720,Home Office,Office Supplies,Labels,14.76,4,6.9372
CA-2017-108070,2017-04-16,JE-15745,Consumer,Office Supplies,Storage,205.92,4,2.0592
CA-2017-108070,2017-04-16,JE-15745,Consumer,Furniture,Bookcases,102.833,1,-6.049
US-2015-128090,2015-08-16,JM-15865,Consumer,Office Supplies,Art,2.304,1,0.2592
US-2015-128090,2015-08-16,JM-15865,Consumer,Technology,Phones,1879.96,5,211.4955
US-2015-128090,2015-08-16,JM-15865,Consumer,Office Supplies,Paper,313.024,8,105.6456
US-2015-128090,2015-08-16,JM-15865,Consumer,Office Supplies,Labels,5.04,2,1.764
CA-2017-101042,2017-11-19,AB-10105,Consumer,Furniture,Furnishings,821.88,6,213.6888
CA-2017-101042,2017-11-19,AB-10105,Consumer,Office Supplies,Binders,21.96,2,10.7604
CA-2016-155439,2016-09-14,PN-18775,Home Office,Office Supplies,Paper,25.92,4,12.4416
CA-2016-118626,2016-08-15,JC-15775,Consumer,Technology,Phones,705.544,7,70.5544
CA-2015-111458,2015-09-26,PF-19165,Consumer,Technology,Accessories,50,2,12
US-2016-126844,2016-10-08,BW-11110,Corporate,Furniture,Furnishings,51.712,8,-32.32
US-2015-112508,2015-03-24,BP-11185,Corporate,Office Supplies,Appliances,6.992,2,0.5244
CA-2015-147788,2015-05-31,TM-21010,Consumer,Furniture,Bookcases,1406.86,7,140.686
CA-2015-147788,2015-05-31,TM-21010,Consumer,Office Supplies,Labels,15.75,5,7.56
CA-2015-147788,2015-05-31,TM-21010,Consumer,Office Supplies,Storage,323.1,2,61.389
CA-2015-144288,2015-12-25,MB-17305,Consumer,Office Supplies,Labels,9.216,4,3.3408
CA-2015-144288,2015-12-25,MB-17305,Consumer,Office Supplies,Paper,10.368,2,3.6288
CA-2015-110632,2015-03-17,HR-14830,Corporate,Technology,Accessories,15.02,1,2.7036
